Source,Target,Weight,Type
Ellaria Sand,Gendry,0.6931471805599453,Undirected
Ellaria Sand,Oberyn Martell,0.6931471805599453,Undirected
Ellaria Sand,Podrick Payne,0.0,Undirected
Ellaria Sand,Sandor Clegane,0.0,Undirected
Ellaria Sand,Tormund Giantsbane,0.6931471805599453,Undirected
Gendry,Oberyn Martell,0.6931471805599453,Undirected
Gendry,Yara Greyjoy,1.0986122886681098,Undirected
Oberyn Martell,Podrick Payne,0.0,Undirected
Oberyn Martell,Sandor Clegane,0.0,Undirected
Oberyn Martell,Tormund Giantsbane,1.0986122886681098,Undirected
Oberyn Martell,Yara Greyjoy,0.6931471805599453,Undirected
Sandor Clegane,Yara Greyjoy,0.0,Undirected
Tormund Giantsbane,Yara Greyjoy,2.0794415416798357,Undirected
Jaime Lannister,Theon Greyjoy,6.016157159698354,Undirected
Khal Drogo,Theon Greyjoy,0.0,Undirected
Brienne of Tarth,Samwell Tarly,1.6094379124341003,Undirected
Bronn,Grey Worm,1.3862943611198906,Undirected
Bronn,Samwell Tarly,1.0986122886681098,Undirected
Bronn,Sansa Stark,1.9459101490553132,Undirected
Grey Worm,Samwell Tarly,0.6931471805599453,Undirected
Samwell Tarly,Sansa Stark,1.791759469228055,Undirected
Brienne of Tarth,Rhaegar Targaryen,0.0,Undirected
Cersei Lannister,Rhaegar Targaryen,4.553876891600541,Undirected
Rhaegar Targaryen,Tyrion Lannister,4.248495242049359,Undirected
Arya Stark,Beric Dondarrion,0.6931471805599453,Undirected
Arya Stark,Gregor Clegane,1.791759469228055,Undirected
Arya Stark,Lyanna Stark,5.863631175598097,Undirected
Arya Stark,Sandor Clegane,7.478734825567875,Undirected
Beric Dondarrion,Brienne of Tarth,1.0986122886681098,Undirected
Beric Dondarrion,Gregor Clegane,0.0,Undirected
Beric Dondarrion,Jaime Lannister,1.6094379124341003,Undirected
Beric Dondarrion,Jorah Mormont,1.791759469228055,Undirected
Beric Dondarrion,Lyanna Stark,0.0,Undirected
Beric Dondarrion,Sandor Clegane,1.0986122886681098,Undirected
Brienne of Tarth,Gregor Clegane,1.3862943611198906,Undirected
Brienne of Tarth,Lyanna Stark,0.6931471805599453,Undirected
Brienne of Tarth,Sandor Clegane,7.491645473605133,Undirected
Gregor Clegane,Jaime Lannister,2.4849066497880004,Undirected
Gregor Clegane,Jorah Mormont,0.0,Undirected
Gregor Clegane,Lyanna Stark,0.0,Undirected
Jaime Lannister,Lyanna Stark,4.23410650459726,Undirected
Jaime Lannister,Sandor Clegane,2.1972245773362196,Undirected
Jorah Mormont,Lyanna Stark,1.791759469228055,Undirected
Jorah Mormont,Sandor Clegane,0.6931471805599453,Undirected
Lyanna Stark,Sandor Clegane,0.0,Undirected
Brienne of Tarth,Little Sam,1.791759469228055,Undirected
Jaime Lannister,Stannis Baratheon,0.6931471805599453,Undirected
Khal Drogo,Stannis Baratheon,0.0,Undirected
Robb Stark,Stannis Baratheon,0.0,Undirected
Jon Snow,Melisandre,2.3978952727983707,Undirected
Jon Snow,Shireen Baratheon,0.0,Undirected
Melisandre,Shireen Baratheon,0.0,Undirected
Gendry,Little Sam,0.6931471805599453,Undirected
Bran Stark,Ramsay Bolton,0.6931471805599453,Undirected
Aerys 'The Mad King' Targaryen,Jon Snow,6.295266001439646,Undirected
Aerys 'The Mad King' Targaryen,Rhaegar Targaryen,1.791759469228055,Undirected
Aerys 'The Mad King' Targaryen,Viserys Targaryen,1.0986122886681098,Undirected
Rhaegar Targaryen,Viserys Targaryen,8.131824785007195,Undirected
Sansa Stark,Varys,1.791759469228055,Undirected
Catelyn Stark,Robb Stark,4.867534450455582,Undirected
Davos Seaworth,Shireen Baratheon,0.0,Undirected
Gendry,Thoros of Myr,1.0986122886681098,Undirected
Cersei Lannister,Lyanna Stark,4.454347296253507,Undirected
Lyanna Stark,Tyrion Lannister,2.5649493574615367,Undirected
Bran Stark,Davos Seaworth,4.0943445622221,Undirected
Bran Stark,Gregor Clegane,1.3862943611198906,Undirected
Cersei Lannister,Davos Seaworth,5.187385805840755,Undirected
Cersei Lannister,Gregor Clegane,4.02535169073515,Undirected
Davos Seaworth,Gregor Clegane,0.6931471805599453,Undirected
Arya Stark,Rhaegar Targaryen,3.332204510175204,Undirected
Rhaegar Targaryen,Sansa Stark,3.367295829986474,Undirected
Lyanna Stark,Maester Aemon,0.0,Undirected
Maester Aemon,Rhaegar Targaryen,0.0,Undirected
Cersei Lannister,Ygritte,1.3862943611198906,Undirected
Sansa Stark,Ygritte,1.0986122886681098,Undirected
Brienne of Tarth,Robb Stark,0.0,Undirected
Daario Naharis,Jon Snow,7.5595594960077,Undirected
Daario Naharis,Jorah Mormont,5.19295685089021,Undirected
Gregor Clegane,Randyll Tarly,0.0,Undirected
Brienne of Tarth,Hodor,0.0,Undirected
Cersei Lannister,Hodor,2.302585092994046,Undirected
Hodor,Tormund Giantsbane,2.6390573296152584,Undirected
Little Sam,Robert Baratheon,0.0,Undirected
Bronn,Shae,0.0,Undirected
Cersei Lannister,Shae,0.6931471805599453,Undirected
Davos Seaworth,Gendry,2.1972245773362196,Undirected
Davos Seaworth,Robert Baratheon,0.0,Undirected
Joffrey Baratheon,Jon Snow,2.302585092994046,Undirected
Little Sam,Tyrion Lannister,3.1780538303479458,Undirected
Jon Snow,Sandor Clegane,2.772588722239781,Undirected
Little Sam,Lysa Arryn,1.791759469228055,Undirected
Lysa Arryn,Sansa Stark,2.1972245773362196,Undirected
Brienne of Tarth,Petyr Baelish,1.0986122886681098,Undirected
Daenerys Targaryen,Petyr Baelish,3.58351893845611,Undirected
Daario Naharis,Grey Worm,0.6931471805599453,Undirected
Daario Naharis,Khal Drogo,5.181783550292085,Undirected
Grey Worm,Khal Drogo,0.6931471805599453,Undirected
Bran Stark,Bronn,2.4849066497880004,Undirected
Daenerys Targaryen,Lady Crane,3.8066624897703196,Undirected
Lyanna Stark,Tormund Giantsbane,1.3862943611198906,Undirected
Aerys 'The Mad King' Targaryen,Cersei Lannister,1.0986122886681098,Undirected
Aerys 'The Mad King' Targaryen,Olenna Tyrell,0.0,Undirected
Brienne of Tarth,Nymeria Sand,0.6931471805599453,Undirected
Beric Dondarrion,Bran Stark,0.6931471805599453,Undirected
Beric Dondarrion,Qyburn,0.0,Undirected
Beric Dondarrion,Varys,0.0,Undirected
Bran Stark,Qyburn,0.0,Undirected
Bran Stark,Varys,4.0943445622221,Undirected
Jon Snow,Qyburn,1.791759469228055,Undirected
Jon Snow,Varys,3.2188758248682006,Undirected
Qyburn,Varys,1.3862943611198906,Undirected
Davos Seaworth,Jorah Mormont,4.290459441148391,Undirected
Gendry,Jorah Mormont,1.0986122886681098,Undirected
Euron Greyjoy,Little Sam,2.0794415416798357,Undirected
Jorah Mormont,Little Sam,1.3862943611198906,Undirected
Cersei Lannister,Ellaria Sand,1.0986122886681098,Undirected
Gilly,Samwell Tarly,5.472270673671475,Undirected
Cersei Lannister,Melisandre,1.0986122886681098,Undirected
Joffrey Baratheon,Little Sam,3.367295829986474,Undirected
Euron Greyjoy,Joffrey Baratheon,2.1972245773362196,Undirected
Melisandre,Varys,0.6931471805599453,Undirected
Catelyn Stark,Talisa Maegyr,4.812184355372417,Undirected
Robb Stark,Talisa Maegyr,4.927253685157205,Undirected
Jaime Lannister,Podrick Payne,3.2188758248682006,Undirected
Ellaria Sand,Myrcella Baratheon,0.6931471805599453,Undirected
Beric Dondarrion,Davos Seaworth,1.3862943611198906,Undirected
Beric Dondarrion,Stannis Baratheon,0.6931471805599453,Undirected
Davos Seaworth,Stannis Baratheon,1.0986122886681098,Undirected
Khal Drogo,Loras Tyrell,0.0,Undirected
Euron Greyjoy,Petyr Baelish,1.0986122886681098,Undirected
Bran Stark,Theon Greyjoy,4.6913478822291435,Undirected
Sansa Stark,Tyrion Lannister,4.948759890378168,Undirected
Daenerys Targaryen,Old Nan,1.3862943611198906,Undirected
Bran Stark,Tywin Lannister,0.0,Undirected
Davos Seaworth,Euron Greyjoy,1.3862943611198906,Undirected
Daenerys Targaryen,Edmure Tully,0.0,Undirected
Daenerys Targaryen,Rickon Stark,0.0,Undirected
Edmure Tully,Rickon Stark,0.0,Undirected
Daenerys Targaryen,Euron Greyjoy,3.332204510175204,Undirected
Euron Greyjoy,Jon Snow,8.88405606174246,Undirected
Arya Stark,Davos Seaworth,1.3862943611198906,Undirected
Davos Seaworth,Sansa Stark,1.6094379124341003,Undirected
Lyanna Stark,Nymeria Sand,0.0,Undirected
Nymeria Sand,Rhaegar Targaryen,0.0,Undirected
Melisandre,Sansa Stark,1.0986122886681098,Undirected
Cersei Lannister,Margaery Tyrell,1.0986122886681098,Undirected
Ellaria Sand,Septa Unella,0.0,Undirected
Jaqen H'ghar,Rhaegar Targaryen,0.6931471805599453,Undirected
Little Sam,Olenna Tyrell,1.0986122886681098,Undirected
Myrcella Baratheon,Trystane Martell,0.0,Undirected
Grey Worm,Little Sam,2.0794415416798357,Undirected
Grey Worm,Theon Greyjoy,2.995732273553991,Undirected
Little Sam,Theon Greyjoy,3.295836866004329,Undirected
Stannis Baratheon,Tyrion Lannister,1.0986122886681098,Undirected
Grey Worm,Tyrion Lannister,1.0986122886681098,Undirected
Missandei,Tyrion Lannister,4.23410650459726,Undirected
Brienne of Tarth,Yara Greyjoy,1.0986122886681098,Undirected
Missandei,Yara Greyjoy,0.6931471805599453,Undirected
Daenerys Targaryen,Talisa Maegyr,0.0,Undirected
Jon Snow,Talisa Maegyr,0.0,Undirected
Ramsay Bolton,Robb Stark,0.0,Undirected
Ramsay Bolton,Talisa Maegyr,0.6931471805599453,Undirected
Sansa Stark,Talisa Maegyr,0.0,Undirected
Cersei Lannister,Yara Greyjoy,3.5263605246161616,Undirected
Bronn,Jorah Mormont,2.302585092994046,Undirected
Benjen Stark,Hodor,0.6931471805599453,Undirected
Euron Greyjoy,Tormund Giantsbane,1.6094379124341003,Undirected
Euron Greyjoy,Yara Greyjoy,4.465908118654584,Undirected
Euron Greyjoy,Sansa Stark,2.70805020110221,Undirected
Little Sam,Nymeria Sand,0.0,Undirected
Little Sam,Tormund Giantsbane,2.302585092994046,Undirected
Nymeria Sand,Tormund Giantsbane,1.0986122886681098,Undirected
Brother Ray,Davos Seaworth,0.0,Undirected
Hodor,Shireen Baratheon,0.6931471805599453,Undirected
Hodor,Ygritte,0.0,Undirected
Shireen Baratheon,Ygritte,0.0,Undirected
Davos Seaworth,Missandei,4.127134385045092,Undirected
Davos Seaworth,Podrick Payne,1.3862943611198906,Undirected
Davos Seaworth,Theon Greyjoy,2.302585092994046,Undirected
Jorah Mormont,Podrick Payne,1.0986122886681098,Undirected
Jorah Mormont,Theon Greyjoy,1.9459101490553132,Undirected
Missandei,Podrick Payne,1.0986122886681098,Undirected
Missandei,Theon Greyjoy,1.6094379124341003,Undirected
Bronn,Renly Baratheon,0.0,Undirected
Jon Snow,Renly Baratheon,1.0986122886681098,Undirected
Renly Baratheon,Tyrion Lannister,0.0,Undirected
Lady Crane,Little Sam,2.6390573296152584,Undirected
Bran Stark,Yara Greyjoy,1.3862943611198906,Undirected
Aerys 'The Mad King' Targaryen,Bran Stark,0.6931471805599453,Undirected
Khal Drogo,Viserys Targaryen,2.0794415416798357,Undirected
Brienne of Tarth,Euron Greyjoy,5.501258210544727,Undirected
Brienne of Tarth,Lady Crane,3.1780538303479458,Undirected
Davos Seaworth,Lady Crane,0.6931471805599453,Undirected
Lady Crane,Tyrion Lannister,1.3862943611198906,Undirected
Jon Snow,Samwell Tarly,4.127134385045092,Undirected
Margaery Tyrell,Tormund Giantsbane,0.6931471805599453,Undirected
Margaery Tyrell,Tyene Sand,0.0,Undirected
Tormund Giantsbane,Tyene Sand,0.0,Undirected
Tormund Giantsbane,Ygritte,1.6094379124341003,Undirected
Tyene Sand,Ygritte,0.0,Undirected
Aerys 'The Mad King' Targaryen,Tyrion Lannister,0.6931471805599453,Undirected
Aerys 'The Mad King' Targaryen,Tywin Lannister,0.0,Undirected
Davos Seaworth,Jaime Lannister,4.804021044733257,Undirected
Hot Pie,Sandor Clegane,0.0,Undirected
Jaime Lannister,Petyr Baelish,2.5649493574615367,Undirected
Jaqen H'ghar,Petyr Baelish,0.0,Undirected
Beric Dondarrion,Tormund Giantsbane,6.473890696352274,Undirected
Bran Stark,Gilly,4.795790545596741,Undirected
Daenerys Targaryen,Gilly,0.6931471805599453,Undirected
Aerys 'The Mad King' Targaryen,Arya Stark,0.0,Undirected
Jeor Mormont,Jon Snow,0.6931471805599453,Undirected
Black Walder Rivers,Craster,1.0986122886681098,Undirected
Black Walder Rivers,Gilly,1.0986122886681098,Undirected
Craster,Gilly,1.3862943611198906,Undirected
Benjen Stark,Tormund Giantsbane,1.3862943611198906,Undirected
Benjen Stark,Ygritte,1.3862943611198906,Undirected
Bran Stark,Ygritte,2.0794415416798357,Undirected
Daenerys Targaryen,Varys,1.0986122886681098,Undirected
Bran Stark,Podrick Payne,1.791759469228055,Undirected
Bronn,Euron Greyjoy,3.2188758248682006,Undirected
Euron Greyjoy,Podrick Payne,2.995732273553991,Undirected
Daenerys Targaryen,Joffrey Baratheon,0.6931471805599453,Undirected
Joffrey Baratheon,Tyrion Lannister,2.833213344056216,Undirected
Davos Seaworth,Lyanna Stark,0.6931471805599453,Undirected
Howland Reed,Jon Snow,0.6931471805599453,Undirected
Howland Reed,Meera Reed,0.0,Undirected
Jon Snow,Meera Reed,1.0986122886681098,Undirected
Petyr Baelish,Ramsay Bolton,1.3862943611198906,Undirected
Benjen Stark,Daenerys Targaryen,0.0,Undirected
Bran Stark,Brienne of Tarth,2.8903717578961645,Undirected
Little Sam,Petyr Baelish,2.9444389791664403,Undirected
Bronn,Olenna Tyrell,0.6931471805599453,Undirected
Gendry,Jaime Lannister,2.1972245773362196,Undirected
Grey Worm,Tormund Giantsbane,1.9459101490553132,Undirected
Grey Worm,Yara Greyjoy,0.6931471805599453,Undirected
Jaime Lannister,Yara Greyjoy,2.833213344056216,Undirected
Jaime Lannister,Qyburn,1.9459101490553132,Undirected
Beric Dondarrion,Bronn,1.0986122886681098,Undirected
Beric Dondarrion,Theon Greyjoy,0.6931471805599453,Undirected
Bronn,Theon Greyjoy,3.6375861597263857,Undirected
Black Walder Rivers,Lady Crane,0.0,Undirected
Arya Stark,Melisandre,1.0986122886681098,Undirected
Cersei Lannister,Podrick Payne,2.3978952727983707,Undirected
Beric Dondarrion,Little Sam,0.0,Undirected
Black Walder Rivers,Daario Naharis,0.0,Undirected
Black Walder Rivers,Daenerys Targaryen,0.6931471805599453,Undirected
Cersei Lannister,Daario Naharis,1.791759469228055,Undirected
Sandor Clegane,Sansa Stark,3.1354942159291497,Undirected
Cersei Lannister,Loras Tyrell,0.6931471805599453,Undirected
Daenerys Targaryen,Loras Tyrell,0.0,Undirected
Jon Snow,Loras Tyrell,2.4849066497880004,Undirected
Black Walder Rivers,High Priestess of the Dosh Khaleen,0.0,Undirected
High Priestess of the Dosh Khaleen,Jon Snow,2.70805020110221,Undirected
Daenerys Targaryen,Ygritte,3.9512437185814275,Undirected
Arya Stark,Thoros of Myr,0.0,Undirected
Sansa Stark,Thoros of Myr,0.0,Undirected
Benjen Stark,Robert Baratheon,0.0,Undirected
Benjen Stark,Stannis Baratheon,0.0,Undirected
Robert Baratheon,Stannis Baratheon,0.0,Undirected
Robert Baratheon,Ygritte,0.0,Undirected
Stannis Baratheon,Ygritte,0.0,Undirected
Cersei Lannister,Petyr Baelish,2.5649493574615367,Undirected
Petyr Baelish,Yara Greyjoy,1.6094379124341003,Undirected
Beric Dondarrion,Euron Greyjoy,0.0,Undirected
Beric Dondarrion,Yara Greyjoy,0.0,Undirected
Jorah Mormont,Yara Greyjoy,0.6931471805599453,Undirected
Jorah Mormont,Oberyn Martell,0.0,Undirected
Joffrey Baratheon,Rickon Stark,1.3862943611198906,Undirected
Ramsay Bolton,Rickon Stark,1.6094379124341003,Undirected
Hodor,Walder Frey,0.0,Undirected
Daenerys Targaryen,Theon Greyjoy,3.4657359027997265,Undirected
Davos Seaworth,Sandor Clegane,0.6931471805599453,Undirected
Theon Greyjoy,Varys,2.772588722239781,Undirected
Gendry,Gilly,1.6094379124341003,Undirected
Euron Greyjoy,Grey Worm,2.0794415416798357,Undirected
Cersei Lannister,Hot Pie,1.791759469228055,Undirected
Hot Pie,Jaime Lannister,0.0,Undirected
Black Walder Rivers,Grey Worm,2.302585092994046,Undirected
Edmure Tully,Grey Worm,0.0,Undirected
Sandor Clegane,Tyrion Lannister,3.295836866004329,Undirected
Ros,Tyrion Lannister,0.0,Undirected
Little Sam,Varys,2.6390573296152584,Undirected
Olenna Tyrell,Podrick Payne,0.0,Undirected
Bronn,Gregor Clegane,0.0,Undirected
Euron Greyjoy,Gregor Clegane,1.6094379124341003,Undirected
Euron Greyjoy,Sandor Clegane,1.791759469228055,Undirected
Gregor Clegane,Theon Greyjoy,1.6094379124341003,Undirected
Gregor Clegane,Tyrion Lannister,2.5649493574615367,Undirected
Sandor Clegane,Theon Greyjoy,1.9459101490553132,Undirected
Bronn,Tyene Sand,0.0,Undirected
Missandei,Sansa Stark,1.0986122886681098,Undirected
Arya Stark,Catelyn Stark,3.6109179126442243,Undirected
Gregor Clegane,Jon Snow,1.3862943611198906,Undirected
Cersei Lannister,Missandei,4.07753744390572,Undirected
Ramsay Bolton,Theon Greyjoy,3.828641396489095,Undirected
Cersei Lannister,Old Nan,0.6931471805599453,Undirected
Dickon Tarly,Little Sam,0.0,Undirected
Cersei Lannister,Grey Worm,1.6094379124341003,Undirected
Daenerys Targaryen,Grey Worm,1.0986122886681098,Undirected
Jon Snow,Stannis Baratheon,1.791759469228055,Undirected
Sansa Stark,Yara Greyjoy,1.6094379124341003,Undirected
Bran Stark,Sandor Clegane,1.6094379124341003,Undirected
Cersei Lannister,Sandor Clegane,2.5649493574615367,Undirected
Qyburn,Tyrion Lannister,3.9318256327243257,Undirected
Maester Aemon,Qyburn,1.0986122886681098,Undirected
Eddard Stark,Jon Snow,3.4011973816621555,Undirected
Cersei Lannister,Tommen Baratheon,5.318119993844216,Undirected
Sandor Clegane,Tywin Lannister,0.0,Undirected
Aeron Greyjoy,Theon Greyjoy,0.0,Undirected
Myrcella Baratheon,Tyrion Lannister,2.772588722239781,Undirected
Myrcella Baratheon,Tywin Lannister,0.0,Undirected
Tommen Baratheon,Tyrion Lannister,5.135798437050262,Undirected
Tommen Baratheon,Tywin Lannister,0.6931471805599453,Undirected
Euron Greyjoy,Gendry,3.784189633918261,Undirected
Little Sam,Samwell Tarly,0.0,Undirected
Jon Snow,Septa Unella,3.4657359027997265,Undirected
Brother Ray,Cersei Lannister,0.6931471805599453,Undirected
Brother Ray,Little Sam,1.0986122886681098,Undirected
Brother Ray,Tyrion Lannister,0.0,Undirected
Cersei Lannister,Myrcella Baratheon,2.70805020110221,Undirected
Euron Greyjoy,Septa Unella,0.0,Undirected
Bran Stark,Tommen Baratheon,0.6931471805599453,Undirected
Olenna Tyrell,Tyrion Lannister,0.0,Undirected
Joffrey Baratheon,Tommen Baratheon,2.1972245773362196,Undirected
Joffrey Baratheon,Myrcella Baratheon,1.6094379124341003,Undirected
Euron Greyjoy,Rickon Stark,0.0,Undirected
Daenerys Targaryen,Shae,1.0986122886681098,Undirected
Joffrey Baratheon,Sansa Stark,3.044522437723423,Undirected
Margaery Tyrell,Tommen Baratheon,0.6931471805599453,Undirected
Daenerys Targaryen,Melisandre,0.6931471805599453,Undirected
Arya Stark,High Priestess of the Dosh Khaleen,0.0,Undirected
Gilly,Sansa Stark,3.367295829986474,Undirected
Catelyn Stark,Daenerys Targaryen,2.0794415416798357,Undirected
Little Sam,Ramsay Bolton,2.3978952727983707,Undirected
Robb Stark,Theon Greyjoy,3.044522437723423,Undirected
Oberyn Martell,Theon Greyjoy,0.0,Undirected
Theon Greyjoy,Yoren,0.0,Undirected
Hodor,Rickon Stark,0.0,Undirected
Hodor,Theon Greyjoy,0.6931471805599453,Undirected
Rickon Stark,Theon Greyjoy,0.6931471805599453,Undirected
Ellaria Sand,Theon Greyjoy,1.0986122886681098,Undirected
Old Nan,Theon Greyjoy,0.0,Undirected
Petyr Baelish,Varys,1.0986122886681098,Undirected
Cersei Lannister,Grand Maester Pycelle,1.0986122886681098,Undirected
Grand Maester Pycelle,Jaime Lannister,0.6931471805599453,Undirected
Cersei Lannister,High Priestess of the Dosh Khaleen,1.6094379124341003,Undirected
Bran Stark,Samwell Tarly,6.516193076042964,Undirected
Cersei Lannister,Ramsay Bolton,2.5649493574615367,Undirected
Cersei Lannister,Oberyn Martell,0.0,Undirected
Bran Stark,Howland Reed,0.0,Undirected
Aerys 'The Mad King' Targaryen,Jaime Lannister,1.0986122886681098,Undirected
Bran Stark,High Priestess of the Dosh Khaleen,2.1972245773362196,Undirected
Bran Stark,Robert Baratheon,4.499809670330265,Undirected
Lyanna Stark,Viserys Targaryen,4.02535169073515,Undirected
Jon Snow,Tommen Baratheon,1.0986122886681098,Undirected
Black Walder Rivers,Tormund Giantsbane,0.6931471805599453,Undirected
Khal Drogo,Ygritte,1.0986122886681098,Undirected
Beric Dondarrion,Petyr Baelish,0.0,Undirected
Petyr Baelish,Tormund Giantsbane,0.0,Undirected
Catelyn Stark,Jon Snow,3.044522437723423,Undirected
Catelyn Stark,Theon Greyjoy,0.0,Undirected
Arya Stark,Gilly,3.4657359027997265,Undirected
Hodor,Robb Stark,0.0,Undirected
Daenerys Targaryen,Robert Baratheon,1.3862943611198906,Undirected
Daenerys Targaryen,Viserys Targaryen,3.4657359027997265,Undirected
Robert Baratheon,Viserys Targaryen,0.6931471805599453,Undirected
Meera Reed,Samwell Tarly,0.6931471805599453,Undirected
Brother Ray,Jon Snow,1.0986122886681098,Undirected
Beric Dondarrion,Gendry,2.1972245773362196,Undirected
Catelyn Stark,Petyr Baelish,1.6094379124341003,Undirected
Benjen Stark,Brienne of Tarth,0.0,Undirected
Robert Baratheon,Tyrion Lannister,0.6931471805599453,Undirected
Oberyn Martell,Tywin Lannister,0.0,Undirected
Robb Stark,Tywin Lannister,1.0986122886681098,Undirected
Jon Snow,Lysa Arryn,2.1972245773362196,Undirected
Jaime Lannister,Rhaegar Targaryen,4.31748811353631,Undirected
Daenerys Targaryen,Hodor,0.6931471805599453,Undirected
Hodor,Sansa Stark,0.6931471805599453,Undirected
Lyanna Stark,Theon Greyjoy,0.6931471805599453,Undirected
Lyanna Stark,Yara Greyjoy,1.0986122886681098,Undirected
Aerys 'The Mad King' Targaryen,Daenerys Targaryen,0.6931471805599453,Undirected
Bran Stark,Jorah Mormont,4.07753744390572,Undirected
Bran Stark,Missandei,4.02535169073515,Undirected
Gendry,Nymeria Sand,0.0,Undirected
Brienne of Tarth,Tywin Lannister,0.0,Undirected
Bronn,Tywin Lannister,0.0,Undirected
Euron Greyjoy,Tywin Lannister,0.0,Undirected
Jaime Lannister,Tywin Lannister,0.6931471805599453,Undirected
Jon Snow,Tywin Lannister,1.3862943611198906,Undirected
Cersei Lannister,Varys,1.791759469228055,Undirected
Little Sam,Lyanna Stark,4.204692619390966,Undirected
Little Sam,Rhaegar Targaryen,4.382026634673881,Undirected
Theon Greyjoy,Tormund Giantsbane,2.6390573296152584,Undirected
Ellaria Sand,Tyene Sand,0.0,Undirected
Rhaegar Targaryen,Samwell Tarly,1.791759469228055,Undirected
Lyanna Stark,Ygritte,1.791759469228055,Undirected
Little Sam,Walder Frey,1.791759469228055,Undirected
Arya Stark,Viserys Targaryen,0.6931471805599453,Undirected
Joffrey Baratheon,Petyr Baelish,1.0986122886681098,Undirected
Ellaria Sand,Jon Snow,0.6931471805599453,Undirected
Beric Dondarrion,Old Nan,0.0,Undirected
Old Nan,Tormund Giantsbane,0.6931471805599453,Undirected
Brienne of Tarth,Qyburn,1.0986122886681098,Undirected
Bronn,Qyburn,0.6931471805599453,Undirected
Bronn,Varys,1.6094379124341003,Undirected
Euron Greyjoy,Varys,1.3862943611198906,Undirected
Podrick Payne,Qyburn,0.6931471805599453,Undirected
Podrick Payne,Varys,1.0986122886681098,Undirected
Tyrion Lannister,Yara Greyjoy,1.0986122886681098,Undirected
